OrderNo,OrderDate,Month,PropertyID,ProductID,ProductCategory,ProductName,Quantity,ProductPrice,OrderTotal
372,2/28/23,Feb-23,2,90,Public Areas,Luggage Cart,3,138,414
373,2/28/23,Feb-23,8,22,Office Supplies,Paper Clips,3,3,9
374,2/28/23,Feb-23,4,36,Furnishings,Armoire,3,115,345
375,2/28/23,Feb-23,9,26,Office Supplies,Envelopes (Catalog),2,13,26
376,2/28/23,Feb-23,8,22,Office Supplies,Paper Clips,3,3,9
377,03/01/2023,Mar-23,8,55,Furnishings,Television,1,200,200
378,03/01/2023,Mar-23,4,60,Maintenance,Portable Drill,3,195,585
379,03/01/2023,Mar-23,2,13,Housekeeping,Bed Sheet (Double),2,20,40
380,03/01/2023,Mar-23,1,7,Housekeeping,Hand Soap,2,35,70
381,03/01/2023,Mar-23,7,94,Public Areas,Monitor,1,70,70
382,03/01/2023,Mar-23,6,93,Public Areas,Terminal,1,85,85
383,03/01/2023,Mar-23,3,76,Public Areas,Ficus,2,80,160
384,03/02/2023,Mar-23,9,35,Furnishings,Tissue Box,1,25,25
385,03/02/2023,Mar-23,2,73,Maintenance,Mop,1,15,15
386,03/02/2023,Mar-23,10,57,Furnishings,Wireless Router,2,70,140
387,03/02/2023,Mar-23,9,6,Housekeeping,Conditioner,1,40,40
388,03/02/2023,Mar-23,3,51,Furnishings,Painting,3,85,255
389,03/02/2023,Mar-23,3,56,Furnishings,Telephone,1,38,38
390,03/02/2023,Mar-23,5,32,Office Supplies,Note Pads,3,14,42
391,03/03/2023,Mar-23,6,30,Office Supplies,Permanent Markers,1,6,6
392,03/03/2023,Mar-23,7,29,Office Supplies,Erasable Markers,1,6,6
393,03/03/2023,Mar-23,1,49,Furnishings,Large Vase,3,27,81
394,03/03/2023,Mar-23,9,46,Furnishings,Safe,2,115,230
395,03/03/2023,Mar-23,1,76,Public Areas,Ficus,1,80,80
396,03/03/2023,Mar-23,5,59,Maintenance,Screws,3,14,42
397,03/03/2023,Mar-23,8,16,Housekeeping,Mouthwash,1,40,40
398,03/03/2023,Mar-23,4,5,Housekeeping,Moisturizer,1,40,40
399,03/03/2023,Mar-23,1,12,Housekeeping,Bed Sheet (King),1,29,29
400,03/03/2023,Mar-23,9,48,Furnishings,Side Table,3,40,120
401,03/04/2023,Mar-23,3,75,Public Areas,Small Plant,2,25,50
402,03/04/2023,Mar-23,4,22,Office Supplies,Paper Clips,1,3,3
403,03/04/2023,Mar-23,8,15,Housekeeping,Drinking Glass,3,24,72
404,03/04/2023,Mar-23,4,45,Furnishings,Computer Desk,1,102,102
405,03/04/2023,Mar-23,7,76,Public Areas,Ficus,3,80,240
406,03/04/2023,Mar-23,1,87,Public Areas,End Table,2,30,60
407,03/05/2023,Mar-23,4,23,Office Supplies,Printer Toner,2,85,170
408,03/05/2023,Mar-23,9,83,Public Areas,Bar Stool,3,60,180
409,03/05/2023,Mar-23,6,67,Maintenance,Adjustable Wrench,3,10,30
410,03/05/2023,Mar-23,7,87,Public Areas,End Table,2,30,60
411,03/06/2023,Mar-23,9,36,Furnishings,Armoire,1,115,115
412,03/06/2023,Mar-23,1,88,Public Areas,Serving Tray,2,6,12
413,03/06/2023,Mar-23,1,36,Furnishings,Armoire,2,115,230
414,03/06/2023,Mar-23,8,25,Office Supplies,Envelopes (Legal),2,28,56
415,03/06/2023,Mar-23,3,44,Furnishings,Floor Lamp,3,55,165
416,03/06/2023,Mar-23,7,30,Office Supplies,Permanent Markers,3,6,18
417,03/06/2023,Mar-23,5,78,Public Areas,Small Area Rug,2,20,40
418,03/07/2023,Mar-23,10,54,Furnishings,Chest of Drawers,3,150,450
419,03/07/2023,Mar-23,6,19,Housekeeping,Light Bulb,3,17,51
420,03/07/2023,Mar-23,6,30,Office Supplies,Permanent Markers,2,6,12
421,03/07/2023,Mar-23,8,29,Office Supplies,Erasable Markers,3,6,18
422,03/07/2023,Mar-23,10,3,Housekeeping,Washcloth,3,3,9
423,03/07/2023,Mar-23,3,67,Maintenance,Adjustable Wrench,1,10,10
424,03/08/2023,Mar-23,8,44,Furnishings,Floor Lamp,2,55,110
425,03/08/2023,Mar-23,8,85,Public Areas,Low Chair,1,80,80
426,03/08/2023,Mar-23,1,61,Maintenance,Tape Measure,2,8,16
427,03/08/2023,Mar-23,4,53,Furnishings,Iron,1,20,20
428,03/08/2023,Mar-23,5,4,Housekeeping,Shampoo,3,40,120
429,03/09/2023,Mar-23,2,55,Furnishings,Television,2,200,400
430,03/09/2023,Mar-23,7,41,Furnishings,Office Chair,3,85,255
431,03/09/2023,Mar-23,2,59,Maintenance,Screws,3,14,42
432,03/10/2023,Mar-23,5,73,Maintenance,Mop,2,15,30
433,03/10/2023,Mar-23,2,90,Public Areas,Luggage Cart,1,138,138
434,03/10/2023,Mar-23,10,22,Office Supplies,Paper Clips,2,3,6
435,03/11/2023,Mar-23,7,80,Public Areas,Poster Stand,2,27,54
436,03/11/2023,Mar-23,8,53,Furnishings,Iron,1,20,20
437,03/11/2023,Mar-23,10,18,Housekeeping,Coffee Cup,3,24,72
438,03/11/2023,Mar-23,9,2,Housekeeping,Hand Towel,2,5,10
439,03/12/2023,Mar-23,9,83,Public Areas,Bar Stool,3,60,180
440,03/12/2023,Mar-23,1,15,Housekeeping,Drinking Glass,2,24,48
441,03/12/2023,Mar-23,8,6,Housekeeping,Conditioner,2,40,80
442,03/12/2023,Mar-23,8,48,Furnishings,Side Table,3,40,120
443,3/13/23,Mar-23,1,14,Housekeeping,Pillowcase,2,15,30
444,3/13/23,Mar-23,1,47,Furnishings,Swivel Chair,3,75,225
445,3/13/23,Mar-23,6,46,Furnishings,Safe,2,115,230
446,3/13/23,Mar-23,2,73,Maintenance,Mop,2,15,30
447,3/13/23,Mar-23,1,81,Public Areas,Flyer Holder,3,3,9
448,3/14/23,Mar-23,8,19,Housekeeping,Light Bulb,2,17,34
449,3/14/23,Mar-23,3,91,Public Areas,Small Sign,2,14,28
450,3/14/23,Mar-23,4,89,Public Areas,Photograph,1,45,45
451,3/14/23,Mar-23,9,25,Office Supplies,Envelopes (Legal),1,28,28
452,3/14/23,Mar-23,8,80,Public Areas,Poster Stand,1,27,27
453,3/14/23,Mar-23,6,24,Office Supplies,Envelopes (Letter),2,24,48
454,3/14/23,Mar-23,7,28,Office Supplies,Staples,3,8,24
455,3/14/23,Mar-23,6,83,Public Areas,Bar Stool,3,60,180
456,3/14/23,Mar-23,3,42,Furnishings,Reading Chair,1,70,70
457,3/15/23,Mar-23,10,10,Housekeeping,Toilet Paper,1,19,19
458,3/15/23,Mar-23,4,69,Maintenance,Door Knob,3,41,123
459,3/15/23,Mar-23,3,37,Furnishings,Bed (King),2,300,600
460,3/15/23,Mar-23,5,73,Maintenance,Mop,1,15,15
461,3/15/23,Mar-23,8,1,Housekeeping,Large Towel,1,9,9
462,3/15/23,Mar-23,2,26,Office Supplies,Envelopes (Catalog),1,13,13
463,3/15/23,Mar-23,6,83,Public Areas,Bar Stool,3,60,180
464,3/15/23,Mar-23,3,1,Housekeeping,Large Towel,1,9,9
465,3/16/23,Mar-23,9,94,Public Areas,Monitor,1,70,70
466,3/16/23,Mar-23,10,11,Housekeeping,Shower Cap,3,10,30
467,3/16/23,Mar-23,3,8,Housekeeping,Bath Soap,2,35,70
468,3/16/23,Mar-23,10,38,Furnishings,Bed (Double),1,250,250
469,3/16/23,Mar-23,3,44,Furnishings,Floor Lamp,1,55,55
470,3/17/23,Mar-23,10,25,Office Supplies,Envelopes (Legal),1,28,28
471,3/17/23,Mar-23,8,73,Maintenance,Mop,1,15,15
472,3/18/23,Mar-23,2,12,Housekeeping,Bed Sheet (King),1,29,29
473,3/18/23,Mar-23,5,22,Office Supplies,Paper Clips,1,3,3
474,3/18/23,Mar-23,7,33,Furnishings,Towel Rack,2,10,20
475,3/18/23,Mar-23,7,53,Furnishings,Iron,1,20,20
476,3/18/23,Mar-23,10,40,Furnishings,Coffee Maker,2,119,238
477,3/19/23,Mar-23,2,46,Furnishings,Safe,1,115,115
478,3/19/23,Mar-23,3,25,Office Supplies,Envelopes (Legal),2,28,56
479,3/19/23,Mar-23,5,83,Public Areas,Bar Stool,2,60,120
480,3/19/23,Mar-23,7,61,Maintenance,Tape Measure,1,8,8
481,3/19/23,Mar-23,7,68,Maintenance,Window Screen,1,30,30
482,3/19/23,Mar-23,9,48,Furnishings,Side Table,1,40,40
483,3/19/23,Mar-23,2,66,Maintenance,Wood Glue,2,21,42
484,3/19/23,Mar-23,1,80,Public Areas,Poster Stand,3,27,81
485,3/19/23,Mar-23,9,5,Housekeeping,Moisturizer,3,40,120
486,3/20/23,Mar-23,7,33,Furnishings,Towel Rack,3,10,30
487,3/20/23,Mar-23,8,52,Furnishings,Ironing Board,2,18,36
488,3/20/23,Mar-23,3,60,Maintenance,Portable Drill,1,195,195
489,3/20/23,Mar-23,4,64,Maintenance,Gaffer's Tape,3,27,81
490,3/20/23,Mar-23,6,36,Furnishings,Armoire,1,115,115
491,3/20/23,Mar-23,10,40,Furnishings,Coffee Maker,2,119,238
492,3/20/23,Mar-23,2,70,Maintenance,Door Lock,3,117,351
493,3/21/23,Mar-23,3,69,Maintenance,Door Knob,1,41,41
494,3/21/23,Mar-23,2,64,Maintenance,Gaffer's Tape,3,27,81
495,3/21/23,Mar-23,9,58,Furnishings,Mirror,2,85,170
496,3/21/23,Mar-23,3,86,Public Areas,Sofa,1,215,215
497,3/21/23,Mar-23,4,41,Furnishings,Office Chair,2,85,170
498,3/22/23,Mar-23,9,92,Public Areas,Large Sign,3,20,60
499,3/22/23,Mar-23,5,68,Maintenance,Window Screen,1,30,30
500,3/22/23,Mar-23,3,75,Public Areas,Small Plant,3,25,75
501,3/22/23,Mar-23,10,75,Public Areas,Small Plant,3,25,75
502,3/22/23,Mar-23,1,64,Maintenance,Gaffer's Tape,3,27,81
503,3/22/23,Mar-23,8,78,Public Areas,Small Area Rug,3,20,60
504,3/23/23,Mar-23,7,3,Housekeeping,Washcloth,3,3,9
505,3/23/23,Mar-23,6,60,Maintenance,Portable Drill,2,195,390
506,3/23/23,Mar-23,5,61,Maintenance,Tape Measure,3,8,24
507,3/23/23,Mar-23,5,69,Maintenance,Door Knob,1,41,41
508,3/23/23,Mar-23,1,63,Maintenance,Duct Tape,3,27,81
509,3/23/23,Mar-23,8,92,Public Areas,Large Sign,3,20,60
510,3/24/23,Mar-23,8,4,Housekeeping,Shampoo,2,40,80
511,3/24/23,Mar-23,5,74,Public Areas,Large Plant,3,35,105
512,3/24/23,Mar-23,8,68,Maintenance,Window Screen,3,30,90
513,3/24/23,Mar-23,9,47,Furnishings,Swivel Chair,3,75,225
514,3/24/23,Mar-23,10,39,Furnishings,Alarm Clock,1,45,45
515,3/25/23,Mar-23,9,94,Public Areas,Monitor,2,70,140
516,3/25/23,Mar-23,10,63,Maintenance,Duct Tape,2,27,54
517,3/25/23,Mar-23,4,41,Furnishings,Office Chair,1,85,85
518,3/25/23,Mar-23,9,65,Maintenance,Ladder,3,89,267
519,3/25/23,Mar-23,9,91,Public Areas,Small Sign,3,14,42
520,3/25/23,Mar-23,3,43,Furnishings,Table Lamp,1,38,38
521,3/25/23,Mar-23,6,7,Housekeeping,Hand Soap,2,35,70
522,3/25/23,Mar-23,7,74,Public Areas,Large Plant,2,35,70
523,3/25/23,Mar-23,5,26,Office Supplies,Envelopes (Catalog),2,13,26
524,3/25/23,Mar-23,2,45,Furnishings,Computer Desk,2,102,204
525,3/26/23,Mar-23,2,73,Maintenance,Mop,1,15,15
526,3/26/23,Mar-23,10,93,Public Areas,Terminal,2,85,170
527,3/26/23,Mar-23,2,81,Public Areas,Flyer Holder,2,3,6
528,3/26/23,Mar-23,8,40,Furnishings,Coffee Maker,1,119,119
529,3/27/23,Mar-23,3,52,Furnishings,Ironing Board,3,18,54
530,3/27/23,Mar-23,8,29,Office Supplies,Erasable Markers,1,6,6
531,3/27/23,Mar-23,9,4,Housekeeping,Shampoo,3,40,120
532,3/27/23,Mar-23,8,20,Office Supplies,Pens,1,30,30
533,3/27/23,Mar-23,8,28,Office Supplies,Staples,1,8,8
534,3/28/23,Mar-23,8,36,Furnishings,Armoire,3,115,345
535,3/28/23,Mar-23,5,44,Furnishings,Floor Lamp,1,55,55
536,3/28/23,Mar-23,2,5,Housekeeping,Moisturizer,1,40,40
537,3/28/23,Mar-23,7,67,Maintenance,Adjustable Wrench,1,10,10
538,3/28/23,Mar-23,10,84,Public Areas,Tall Chair,2,75,150
539,3/28/23,Mar-23,7,43,Furnishings,Table Lamp,2,38,76
540,3/29/23,Mar-23,7,49,Furnishings,Large Vase,3,27,81
541,3/29/23,Mar-23,8,2,Housekeeping,Hand Towel,2,5,10
542,3/29/23,Mar-23,6,78,Public Areas,Small Area Rug,3,20,60
543,3/29/23,Mar-23,8,52,Furnishings,Ironing Board,1,18,18
544,3/30/23,Mar-23,5,53,Furnishings,Iron,2,20,40
545,3/30/23,Mar-23,2,21,Office Supplies,Printer Paper,3,50,150
546,3/30/23,Mar-23,3,9,Housekeeping,Tissues,1,14,14
547,3/30/23,Mar-23,2,39,Furnishings,Alarm Clock,2,45,90
548,3/30/23,Mar-23,8,71,Maintenance,Hammer,3,17,51
549,3/31/23,Mar-23,7,11,Housekeeping,Shower Cap,1,10,10
550,3/31/23,Mar-23,1,7,Housekeeping,Hand Soap,3,35,105
551,3/31/23,Mar-23,8,22,Office Supplies,Paper Clips,1,3,3
552,3/31/23,Mar-23,1,84,Public Areas,Tall Chair,1,75,75
553,3/31/23,Mar-23,2,61,Maintenance,Tape Measure,3,8,24
554,3/31/23,Mar-23,10,83,Public Areas,Bar Stool,1,60,60
555,3/31/23,Mar-23,6,31,Office Supplies,Sticky Notes,1,20,20
556,04/01/2023,Apr-23,4,73,Maintenance,Mop,2,15,30
557,04/01/2023,Apr-23,4,37,Furnishings,Bed (King),2,300,600
558,04/01/2023,Apr-23,10,64,Maintenance,Gaffer's Tape,2,27,54
559,04/01/2023,Apr-23,4,88,Public Areas,Serving Tray,2,6,12
560,04/01/2023,Apr-23,6,44,Furnishings,Floor Lamp,2,55,110
561,04/01/2023,Apr-23,3,56,Furnishings,Telephone,3,38,114
562,04/01/2023,Apr-23,8,43,Furnishings,Table Lamp,1,38,38
563,04/02/2023,Apr-23,5,58,Furnishings,Mirror,3,85,255
564,04/02/2023,Apr-23,8,20,Office Supplies,Pens,3,30,90
565,04/02/2023,Apr-23,7,31,Office Supplies,Sticky Notes,2,20,40
566,04/02/2023,Apr-23,3,49,Furnishings,Large Vase,3,27,81
567,04/02/2023,Apr-23,9,5,Housekeeping,Moisturizer,3,40,120
568,04/02/2023,Apr-23,6,47,Furnishings,Swivel Chair,1,75,75
569,04/03/2023,Apr-23,10,85,Public Areas,Low Chair,3,80,240
570,04/03/2023,Apr-23,7,51,Furnishings,Painting,2,85,170
571,04/03/2023,Apr-23,1,12,Housekeeping,Bed Sheet (King),2,29,58
572,04/03/2023,Apr-23,7,63,Maintenance,Duct Tape,1,27,27
573,04/03/2023,Apr-23,4,82,Public Areas,Business Cards,1,60,60
574,04/03/2023,Apr-23,2,3,Housekeeping,Washcloth,2,3,6
575,04/03/2023,Apr-23,3,24,Office Supplies,Envelopes (Letter),1,24,24
576,04/03/2023,Apr-23,7,16,Housekeeping,Mouthwash,3,40,120
577,04/03/2023,Apr-23,10,43,Furnishings,Table Lamp,1,38,38
578,04/03/2023,Apr-23,4,20,Office Supplies,Pens,2,30,60
579,04/04/2023,Apr-23,9,51,Furnishings,Painting,2,85,170
580,04/04/2023,Apr-23,4,28,Office Supplies,Staples,2,8,16
581,04/04/2023,Apr-23,10,80,Public Areas,Poster Stand,2,27,54
582,04/04/2023,Apr-23,8,42,Furnishings,Reading Chair,3,70,210
583,04/04/2023,Apr-23,10,34,Furnishings,Shower Curtain,3,5,15
584,04/05/2023,Apr-23,8,55,Furnishings,Television,1,200,200
585,04/05/2023,Apr-23,9,62,Maintenance,Leaf Blower,1,202,202
586,04/05/2023,Apr-23,5,38,Furnishings,Bed (Double),1,250,250
587,04/05/2023,Apr-23,5,17,Housekeeping,Clothes Hanger,1,18,18
588,04/05/2023,Apr-23,5,17,Housekeeping,Clothes Hanger,3,18,54
589,04/05/2023,Apr-23,3,31,Office Supplies,Sticky Notes,3,20,60
590,04/06/2023,Apr-23,6,18,Housekeeping,Coffee Cup,3,24,72
591,04/06/2023,Apr-23,9,29,Office Supplies,Erasable Markers,3,6,18
592,04/06/2023,Apr-23,4,25,Office Supplies,Envelopes (Legal),2,28,56
593,04/06/2023,Apr-23,8,1,Housekeeping,Large Towel,3,9,27
594,04/06/2023,Apr-23,5,90,Public Areas,Luggage Cart,2,138,276
595,04/06/2023,Apr-23,5,66,Maintenance,Wood Glue,1,21,21
596,04/06/2023,Apr-23,5,78,Public Areas,Small Area Rug,3,20,60
597,04/06/2023,Apr-23,4,32,Office Supplies,Note Pads,2,14,28
598,04/07/2023,Apr-23,9,23,Office Supplies,Printer Toner,1,85,85
599,04/07/2023,Apr-23,3,3,Housekeeping,Washcloth,1,3,3
600,04/07/2023,Apr-23,1,72,Maintenance,Nails,3,12,36
601,04/07/2023,Apr-23,6,42,Furnishings,Reading Chair,2,70,140
602,04/07/2023,Apr-23,2,50,Furnishings,Small Vase,3,33,99
603,04/07/2023,Apr-23,1,25,Office Supplies,Envelopes (Legal),2,28,56
604,04/08/2023,Apr-23,2,93,Public Areas,Terminal,3,85,255
605,04/08/2023,Apr-23,8,88,Public Areas,Serving Tray,2,6,12
606,04/08/2023,Apr-23,5,91,Public Areas,Small Sign,3,14,42
607,04/08/2023,Apr-23,10,20,Office Supplies,Pens,1,30,30
608,04/08/2023,Apr-23,10,38,Furnishings,Bed (Double),3,250,750
609,04/08/2023,Apr-23,8,44,Furnishings,Floor Lamp,2,55,110
610,04/09/2023,Apr-23,5,41,Furnishings,Office Chair,3,85,255
611,04/09/2023,Apr-23,3,31,Office Supplies,Sticky Notes,3,20,60
612,04/09/2023,Apr-23,10,6,Housekeeping,Conditioner,1,40,40
613,04/09/2023,Apr-23,7,23,Office Supplies,Printer Toner,1,85,85
614,04/09/2023,Apr-23,6,60,Maintenance,Portable Drill,2,195,390
615,04/09/2023,Apr-23,4,13,Housekeeping,Bed Sheet (Double),3,20,60
616,04/10/2023,Apr-23,6,91,Public Areas,Small Sign,2,14,28
617,04/10/2023,Apr-23,3,72,Maintenance,Nails,1,12,12
618,04/10/2023,Apr-23,4,31,Office Supplies,Sticky Notes,1,20,20
619,04/10/2023,Apr-23,8,50,Furnishings,Small Vase,2,33,66
620,04/10/2023,Apr-23,2,28,Office Supplies,Staples,1,8,8
621,04/10/2023,Apr-23,10,22,Office Supplies,Paper Clips,2,3,6
622,04/10/2023,Apr-23,9,84,Public Areas,Tall Chair,3,75,225
623,04/10/2023,Apr-23,2,32,Office Supplies,Note Pads,2,14,28
624,04/10/2023,Apr-23,2,20,Office Supplies,Pens,2,30,60
625,04/11/2023,Apr-23,2,74,Public Areas,Large Plant,3,35,105
626,04/11/2023,Apr-23,7,73,Maintenance,Mop,3,15,45
627,04/11/2023,Apr-23,6,15,Housekeeping,Drinking Glass,2,24,48
628,04/11/2023,Apr-23,6,31,Office Supplies,Sticky Notes,2,20,40
629,04/11/2023,Apr-23,5,34,Furnishings,Shower Curtain,1,5,5
630,04/11/2023,Apr-23,7,94,Public Areas,Monitor,1,70,70
631,04/12/2023,Apr-23,8,69,Maintenance,Door Knob,2,41,82
632,04/12/2023,Apr-23,1,82,Public Areas,Business Cards,3,60,180
633,04/12/2023,Apr-23,3,66,Maintenance,Wood Glue,2,21,42
634,04/12/2023,Apr-23,9,7,Housekeeping,Hand Soap,1,35,35
635,04/12/2023,Apr-23,4,75,Public Areas,Small Plant,3,25,75
636,04/12/2023,Apr-23,1,30,Office Supplies,Permanent Markers,1,6,6
637,4/13/23,Apr-23,7,15,Housekeeping,Drinking Glass,1,24,24
638,4/13/23,Apr-23,7,53,Furnishings,Iron,2,20,40
639,4/13/23,Apr-23,4,40,Furnishings,Coffee Maker,3,119,357
640,4/13/23,Apr-23,10,37,Furnishings,Bed (King),2,300,600
641,4/13/23,Apr-23,10,78,Public Areas,Small Area Rug,1,20,20
642,4/14/23,Apr-23,2,19,Housekeeping,Light Bulb,3,17,51
643,4/14/23,Apr-23,7,92,Public Areas,Large Sign,2,20,40
644,4/14/23,Apr-23,3,45,Furnishings,Computer Desk,1,102,102
645,4/14/23,Apr-23,8,91,Public Areas,Small Sign,1,14,14
646,4/14/23,Apr-23,2,58,Furnishings,Mirror,2,85,170
647,4/14/23,Apr-23,5,64,Maintenance,Gaffer's Tape,2,27,54
648,4/14/23,Apr-23,8,11,Housekeeping,Shower Cap,3,10,30
649,4/15/23,Apr-23,2,7,Housekeeping,Hand Soap,2,35,70
650,4/15/23,Apr-23,10,86,Public Areas,Sofa,2,215,430
651,4/15/23,Apr-23,4,60,Maintenance,Portable Drill,1,195,195
652,4/15/23,Apr-23,6,79,Public Areas,Coffee Table,3,103,309
653,4/15/23,Apr-23,1,2,Housekeeping,Hand Towel,3,5,15
654,4/15/23,Apr-23,6,39,Furnishings,Alarm Clock,2,45,90
655,4/15/23,Apr-23,1,33,Furnishings,Towel Rack,2,10,20
656,4/15/23,Apr-23,7,76,Public Areas,Ficus,1,80,80
657,4/15/23,Apr-23,4,28,Office Supplies,Staples,3,8,24
658,4/16/23,Apr-23,6,7,Housekeeping,Hand Soap,3,35,105
659,4/16/23,Apr-23,2,60,Maintenance,Portable Drill,2,195,390
660,4/16/23,Apr-23,4,23,Office Supplies,Printer Toner,3,85,255
661,4/16/23,Apr-23,9,49,Furnishings,Large Vase,1,27,27
662,4/16/23,Apr-23,8,19,Housekeeping,Light Bulb,2,17,34
663,4/16/23,Apr-23,3,8,Housekeeping,Bath Soap,1,35,35
664,4/16/23,Apr-23,5,63,Maintenance,Duct Tape,2,27,54
665,4/16/23,Apr-23,6,10,Housekeeping,Toilet Paper,1,19,19
666,4/17/23,Apr-23,5,39,Furnishings,Alarm Clock,3,45,135
667,4/17/23,Apr-23,8,68,Maintenance,Window Screen,1,30,30
668,4/17/23,Apr-23,7,1,Housekeeping,Large Towel,3,9,27
669,4/17/23,Apr-23,1,84,Public Areas,Tall Chair,1,75,75
670,4/17/23,Apr-23,3,93,Public Areas,Terminal,2,85,170
671,4/18/23,Apr-23,1,59,Maintenance,Screws,2,14,28
672,4/18/23,Apr-23,7,25,Office Supplies,Envelopes (Legal),1,28,28
673,4/18/23,Apr-23,8,63,Maintenance,Duct Tape,1,27,27
674,4/18/23,Apr-23,2,22,Office Supplies,Paper Clips,3,3,9
675,4/18/23,Apr-23,9,56,Furnishings,Telephone,3,38,114
676,4/18/23,Apr-23,10,82,Public Areas,Business Cards,2,60,120
677,4/19/23,Apr-23,2,52,Furnishings,Ironing Board,3,18,54
678,4/19/23,Apr-23,10,78,Public Areas,Small Area Rug,2,20,40
679,4/19/23,Apr-23,1,75,Public Areas,Small Plant,2,25,50
680,4/19/23,Apr-23,5,92,Public Areas,Large Sign,3,20,60
681,4/19/23,Apr-23,7,45,Furnishings,Computer Desk,1,102,102
682,4/19/23,Apr-23,2,89,Public Areas,Photograph,1,45,45
683,4/19/23,Apr-23,9,63,Maintenance,Duct Tape,2,27,54
684,4/19/23,Apr-23,10,30,Office Supplies,Permanent Markers,2,6,12
685,4/19/23,Apr-23,4,66,Maintenance,Wood Glue,3,21,63
686,4/20/23,Apr-23,8,90,Public Areas,Luggage Cart,1,138,138
687,4/20/23,Apr-23,8,5,Housekeeping,Moisturizer,2,40,80
688,4/20/23,Apr-23,6,7,Housekeeping,Hand Soap,1,35,35
689,4/20/23,Apr-23,8,76,Public Areas,Ficus,2,80,160
690,4/20/23,Apr-23,5,51,Furnishings,Painting,3,85,255
691,4/21/23,Apr-23,1,70,Maintenance,Door Lock,3,117,351
692,4/21/23,Apr-23,9,14,Housekeeping,Pillowcase,2,15,30
693,4/21/23,Apr-23,8,71,Maintenance,Hammer,2,17,34
694,4/21/23,Apr-23,10,52,Furnishings,Ironing Board,3,18,54
695,4/21/23,Apr-23,1,48,Furnishings,Side Table,1,40,40
696,4/21/23,Apr-23,7,10,Housekeeping,Toilet Paper,1,19,19
697,4/21/23,Apr-23,10,25,Office Supplies,Envelopes (Legal),3,28,84
698,4/22/23,Apr-23,8,35,Furnishings,Tissue Box,3,25,75
699,4/22/23,Apr-23,1,30,Office Supplies,Permanent Markers,1,6,6
700,4/22/23,Apr-23,1,90,Public Areas,Luggage Cart,2,138,276
701,4/22/23,Apr-23,1,86,Public Areas,Sofa,2,215,430
702,4/22/23,Apr-23,10,75,Public Areas,Small Plant,1,25,25
703,4/22/23,Apr-23,6,36,Furnishings,Armoire,3,115,345
704,4/22/23,Apr-23,10,87,Public Areas,End Table,3,30,90
705,4/22/23,Apr-23,4,16,Housekeeping,Mouthwash,3,40,120
706,4/22/23,Apr-23,7,80,Public Areas,Poster Stand,1,27,27
707,4/22/23,Apr-23,1,31,Office Supplies,Sticky Notes,3,20,60
708,4/23/23,Apr-23,2,9,Housekeeping,Tissues,2,14,28
709,4/23/23,Apr-23,9,91,Public Areas,Small Sign,1,14,14
710,4/23/23,Apr-23,1,84,Public Areas,Tall Chair,1,75,75
711,4/23/23,Apr-23,4,14,Housekeeping,Pillowcase,1,15,15
712,4/23/23,Apr-23,7,5,Housekeeping,Moisturizer,1,40,40
713,4/23/23,Apr-23,10,71,Maintenance,Hammer,2,17,34
714,4/23/23,Apr-23,3,78,Public Areas,Small Area Rug,3,20,60
715,4/23/23,Apr-23,1,18,Housekeeping,Coffee Cup,1,24,24
716,4/23/23,Apr-23,5,68,Maintenance,Window Screen,2,30,60
717,4/24/23,Apr-23,8,55,Furnishings,Television,3,200,600
718,4/24/23,Apr-23,3,68,Maintenance,Window Screen,3,30,90
719,4/25/23,Apr-23,7,84,Public Areas,Tall Chair,2,75,150
720,4/25/23,Apr-23,9,29,Office Supplies,Erasable Markers,3,6,18
721,4/25/23,Apr-23,4,71,Maintenance,Hammer,3,17,51
722,4/26/23,Apr-23,7,65,Maintenance,Ladder,2,89,178
723,4/26/23,Apr-23,1,52,Furnishings,Ironing Board,1,18,18
724,4/26/23,Apr-23,5,73,Maintenance,Mop,3,15,45
725,4/26/23,Apr-23,10,26,Office Supplies,Envelopes (Catalog),1,13,13
726,4/26/23,Apr-23,8,8,Housekeeping,Bath Soap,2,35,70
727,4/26/23,Apr-23,7,32,Office Supplies,Note Pads,3,14,42
728,4/27/23,Apr-23,8,73,Maintenance,Mop,1,15,15
729,4/27/23,Apr-23,2,81,Public Areas,Flyer Holder,3,3,9
730,4/27/23,Apr-23,10,48,Furnishings,Side Table,1,40,40
731,4/27/23,Apr-23,10,88,Public Areas,Serving Tray,3,6,18
732,4/27/23,Apr-23,1,45,Furnishings,Computer Desk,2,102,204
733,4/27/23,Apr-23,4,9,Housekeeping,Tissues,1,14,14
734,4/27/23,Apr-23,1,37,Furnishings,Bed (King),3,300,900
735,4/28/23,Apr-23,6,63,Maintenance,Duct Tape,3,27,81
736,4/28/23,Apr-23,7,6,Housekeeping,Conditioner,2,40,80
737,4/28/23,Apr-23,10,85,Public Areas,Low Chair,2,80,160
738,4/28/23,Apr-23,9,60,Maintenance,Portable Drill,2,195,390
739,4/28/23,Apr-23,5,63,Maintenance,Duct Tape,1,27,27
740,4/28/23,Apr-23,3,77,Public Areas,Large Area Rug,1,40,40
741,4/28/23,Apr-23,4,81,Public Areas,Flyer Holder,2,3,6
742,4/28/23,Apr-23,10,75,Public Areas,Small Plant,3,25,75
743,4/28/23,Apr-23,7,67,Maintenance,Adjustable Wrench,3,10,30
744,4/29/23,Apr-23,2,53,Furnishings,Iron,3,20,60
